timestamp,host,device,op,rows,skew,str_cols,rmm_pool,gap,iter,wall_ms,gpu_ms,sm_mhz
2026-07-14T09:46:17.640862+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,0.0,4,28.923,28.901,585
2026-07-14T09:46:17.640862+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,0.0,5,28.928,28.907,585
2026-07-14T09:46:17.640862+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,0.0,6,28.777,28.757,585
2026-07-14T09:46:17.640862+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,0.0,7,28.796,28.776,585
2026-07-14T09:46:17.640862+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,0.0,8,26.697,26.666,585
2026-07-14T09:46:17.640862+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,0.0,9,23.345,23.325,1260
2026-07-14T09:46:17.640862+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,0.0,10,23.207,23.187,1410
2026-07-14T09:46:17.640862+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,0.0,11,23.167,23.149,1425
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,0,122.44,122.399,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,1,47.473,47.44,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,2,48.481,48.443,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,3,47.501,47.467,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,4,47.886,47.851,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,5,49.191,49.151,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,6,47.814,47.78,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,7,47.71,47.675,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,8,48.569,48.529,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,9,59.036,59.0,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,10,47.951,47.916,585
2026-07-14T09:46:56.201206+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,default,2.0,11,47.539,47.504,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,0,79.827,79.763,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,1,31.158,31.119,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,2,29.092,29.055,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,3,30.104,30.069,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,4,29.193,29.153,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,5,29.258,29.223,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,6,30.164,30.128,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,7,29.875,29.835,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,8,29.131,29.094,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,9,30.23,30.198,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,10,29.228,29.174,585
2026-07-14T09:47:33.653767+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,default,2.0,11,29.187,29.138,585
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,0,68.91,68.876,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,1,23.822,23.804,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,2,23.819,23.794,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,3,23.58,23.567,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,4,23.764,23.751,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,5,23.697,23.681,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,6,23.794,23.78,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,7,23.605,23.591,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,8,23.777,23.763,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,9,23.606,23.593,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,10,23.763,23.749,1590
2026-07-14T09:47:50.686616+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,0.0,11,23.568,23.555,1590
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,0,63.757,63.722,1590
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,1,15.454,15.434,1590
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,2,15.327,15.313,1590
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,3,15.88,15.862,1395
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,4,16.088,16.071,1275
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,5,16.05,16.03,1275
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,6,16.337,16.321,1275
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,7,16.278,16.263,1200
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,8,16.291,16.276,1215
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,9,16.223,16.208,1215
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,10,16.052,16.038,1230
2026-07-14T09:48:02.736761+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,0.0,2,prealloc,0.0,11,16.027,16.011,1275
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,0,87.112,87.067,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,1,24.424,24.381,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,2,24.46,24.423,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,3,24.271,24.225,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,4,24.427,24.39,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,5,24.319,24.279,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,6,25.008,24.961,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,7,24.296,24.258,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,8,24.491,24.453,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,9,24.257,24.218,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,10,24.404,24.367,1590
2026-07-14T09:48:39.695398+00:00,c22d96fc7ec5,Tesla T4,groupby,10000000,1.5,2,prealloc,2.0,11,24.247,24.211,1590
