timestamp,host,device,rows,skew,str_cols,rmm_pool,iter,time_s
2026-07-14T09:32:49.040590+00:00,e466071444e4,Tesla T4,10000000,0.0,2,default,11,0.025758
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,0,0.103297
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,1,0.047622
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,2,0.047837
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,3,0.047456
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,4,0.048066
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,5,0.032996
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,6,0.033488
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,7,0.032983
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,8,0.033422
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,9,0.032978
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,10,0.033286
2026-07-14T09:33:00.694606+00:00,e466071444e4,Tesla T4,10000000,1.5,2,default,11,0.029062
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,0,0.06335
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,1,0.021531
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,2,0.021558
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,3,0.021348
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,4,0.021301
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,5,0.021394
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,6,0.02126
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,7,0.021267
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,8,0.017005
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,9,0.016303
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,10,0.016201
2026-07-14T09:33:11.960232+00:00,e466071444e4,Tesla T4,10000000,0.0,2,prealloc,11,0.016164
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,0,0.087588
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,1,0.041607
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,2,0.041821
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,3,0.041423
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,4,0.037717
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,5,0.027135
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,6,0.02729
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,7,0.027146
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,8,0.02732
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,9,0.027048
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,10,0.027485
2026-07-14T09:33:24.127973+00:00,e466071444e4,Tesla T4,10000000,1.5,2,prealloc,11,0.0275
