timestamp,host,device,op,rows,skew,str_cols,rmm_pool,gap,iter,wall_ms,gpu_ms
2026-07-14T09:40:10.942203+00:00,054e11b76c95,Tesla T4,sort,10000000,1.5,2,default,0.0,2,147.033,147.013
2026-07-14T09:40:10.942203+00:00,054e11b76c95,Tesla T4,sort,10000000,1.5,2,default,0.0,3,148.276,148.265
2026-07-14T09:40:10.942203+00:00,054e11b76c95,Tesla T4,sort,10000000,1.5,2,default,0.0,4,146.763,146.75
2026-07-14T09:40:10.942203+00:00,054e11b76c95,Tesla T4,sort,10000000,1.5,2,default,0.0,5,146.986,146.975
2026-07-14T09:40:10.942203+00:00,054e11b76c95,Tesla T4,sort,10000000,1.5,2,default,0.0,6,145.074,145.063
2026-07-14T09:40:10.942203+00:00,054e11b76c95,Tesla T4,sort,10000000,1.5,2,default,0.0,7,146.133,146.121
2026-07-14T09:40:10.942203+00:00,054e11b76c95,Tesla T4,sort,10000000,1.5,2,default,0.0,8,145.125,145.112
2026-07-14T09:40:10.942203+00:00,054e11b76c95,Tesla T4,sort,10000000,1.5,2,default,0.0,9,146.465,146.453
2026-07-14T09:40:10.942203+00:00,054e11b76c95,Tesla T4,sort,10000000,1.5,2,default,0.0,10,145.361,145.351
2026-07-14T09:40:10.942203+00:00,054e11b76c95,Tesla T4,sort,10000000,1.5,2,default,0.0,11,147.166,147.155
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,0,172.201,172.168
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,1,152.969,152.957
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,2,147.317,147.306
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,3,146.337,146.326
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,4,152.677,152.666
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,5,146.817,146.805
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,6,145.96,145.949
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,7,145.973,145.963
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,8,146.821,146.811
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,9,148.138,148.128
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,10,147.008,146.998
2026-07-14T09:40:24.347335+00:00,054e11b76c95,Tesla T4,sort,10000000,0.0,2,default,0.0,11,147.614,147.603
