timestamp,host,backend,backend_version,device,op,rows,n_keys,skew,str_len,warmup,reps,median_s,times_s,seed
2026-07-14T09:13:10.825123+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,10000000,10,0.0,12,1,5,0.089491,"[0.089491, 0.090807, 0.088794, 0.089121, 0.09116]",0
2026-07-14T09:13:13.420060+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,10000000,100,0.0,12,1,5,0.023961,"[0.024463, 0.024017, 0.023961, 0.023803, 0.020405]",0
2026-07-14T09:13:15.821898+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,10000000,100,0.0,12,1,5,0.146104,"[0.16763, 0.160097, 0.146104, 0.110503, 0.091412]",0
2026-07-14T09:13:18.981334+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,10000000,1000,0.0,12,1,5,0.021378,"[0.021626, 0.02147, 0.021348, 0.021354, 0.021378]",0
2026-07-14T09:13:23.601064+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,10000000,1000,0.0,12,1,5,0.514759,"[0.514759, 0.515598, 0.50583, 0.511577, 0.52948]",0
2026-07-14T09:13:26.227117+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,10000000,10000,0.0,12,1,5,0.022220,"[0.022278, 0.022265, 0.02222, 0.022217, 0.022217]",0
2026-07-14T09:13:32.245252+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,10000000,10000,0.0,12,1,5,0.799969,"[0.761501, 0.854027, 0.864036, 0.799969, 0.597087]",0
2026-07-14T09:13:34.868287+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,10000000,100000,0.0,12,1,5,0.028586,"[0.02866, 0.028601, 0.028581, 0.028586, 0.028541]",0
2026-07-14T09:13:40.999064+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,10000000,100000,0.0,12,1,5,0.758992,"[0.758992, 0.78019, 0.738569, 0.761943, 0.757956]",0
2026-07-14T09:13:44.427028+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,10000000,1000000,0.0,12,1,5,0.058022,"[0.062698, 0.062886, 0.058022, 0.054574, 0.054896]",0
2026-07-14T09:13:57.502088+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,10000000,1000000,0.0,12,1,5,1.741760,"[1.74176, 1.718916, 1.713934, 2.047601, 2.453364]",0
