timestamp,host,backend,backend_version,device,op,rows,n_keys,skew,str_len,warmup,reps,median_s,times_s,seed
2026-07-14T08:36:59.771639+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),sort,10000000,,0.0,12,1,5,5.128824,"[4.882177, 5.245543, 4.775044, 5.185795, 5.128824]",0
2026-07-14T08:37:01.901627+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),filter,10000000,,0.0,12,1,5,0.354457,"[0.354457, 0.355563, 0.351892, 0.35316, 0.360599]",0
2026-07-14T08:37:13.876564+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),str_contains,10000000,,0.0,12,1,5,1.870283,"[2.427397, 2.330572, 1.751511, 1.776797, 1.870283]",0
2026-07-14T08:37:27.126550+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),str_replace,10000000,,0.0,12,1,5,2.021963,"[2.279634, 2.905003, 1.984459, 2.021963, 2.020726]",0
2026-07-14T08:37:28.708868+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),rolling_mean,10000000,,0.0,12,1,5,0.262643,"[0.269048, 0.271483, 0.2623, 0.254119, 0.262643]",0
2026-07-14T08:37:35.537180+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),groupby_agg,10000000,,1.5,12,1,5,0.258982,"[0.258982, 0.262389, 0.252398, 0.272401, 0.254987]",0
2026-07-14T08:37:41.409578+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),inner_join,10000000,,1.5,12,1,5,0.968075,"[0.968075, 0.995636, 0.992998, 0.966909, 0.948993]",0
2026-07-14T08:38:12.784427+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),sort,10000000,,1.5,12,1,5,5.183981,"[5.125661, 5.183981, 5.222631, 5.060667, 5.697137]",0
2026-07-14T08:38:14.921132+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),filter,10000000,,1.5,12,1,5,0.355449,"[0.347698, 0.361459, 0.349167, 0.355449, 0.371025]",0
2026-07-14T08:38:26.771120+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),str_contains,10000000,,1.5,12,1,5,1.746320,"[1.70259, 2.78334, 2.022502, 1.74632, 1.737381]",0
2026-07-14T08:38:40.353142+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),str_replace,10000000,,1.5,12,1,5,2.154753,"[2.154753, 2.912701, 2.392308, 2.036118, 2.026779]",0
2026-07-14T08:38:41.922433+00:00,35cc7d1c65cd,pandas,2.2.2,cpu (x86_64),rolling_mean,10000000,,1.5,12,1,5,0.261037,"[0.267608, 0.261037, 0.256268, 0.259794, 0.263996]",0
2026-07-14T08:38:47.808424+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,1000000,,0.0,12,1,5,0.253833,"[0.26985, 0.34398, 0.251188, 0.253833, 0.139458]",0
2026-07-14T08:38:48.100974+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),inner_join,1000000,,0.0,12,1,5,0.033031,"[0.048318, 0.033031, 0.034698, 0.031671, 0.032749]",0
2026-07-14T08:38:48.821274+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),sort,1000000,,0.0,12,1,5,0.118024,"[0.121326, 0.118024, 0.113943, 0.120999, 0.117464]",0
2026-07-14T08:38:48.873747+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),filter,1000000,,0.0,12,1,5,0.005529,"[0.005964, 0.005703, 0.005521, 0.005529, 0.005459]",0
2026-07-14T08:38:49.103942+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_contains,1000000,,0.0,12,1,5,0.031739,"[0.031437, 0.031739, 0.031294, 0.038731, 0.049691]",0
2026-07-14T08:38:49.713081+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_replace,1000000,,0.0,12,1,5,0.100356,"[0.109577, 0.108817, 0.096995, 0.100356, 0.088142]",0
2026-07-14T08:38:49.907775+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),rolling_mean,1000000,,0.0,12,1,5,0.031243,"[0.035447, 0.031247, 0.031243, 0.027971, 0.023557]",0
2026-07-14T08:38:50.567999+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,1000000,,1.5,12,1,5,0.023453,"[0.024662, 0.022168, 0.022646, 0.023453, 0.023691]",0
2026-07-14T08:38:50.704758+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),inner_join,1000000,,1.5,12,1,5,0.022642,"[0.021838, 0.026633, 0.022643, 0.020644, 0.022642]",0
2026-07-14T08:38:51.406660+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),sort,1000000,,1.5,12,1,5,0.113057,"[0.113804, 0.112907, 0.112382, 0.113057, 0.133359]",0
2026-07-14T08:38:51.441347+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),filter,1000000,,1.5,12,1,5,0.005452,"[0.005652, 0.006266, 0.005437, 0.005452, 0.005391]",0
2026-07-14T08:38:51.625387+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_contains,1000000,,1.5,12,1,5,0.030487,"[0.029836, 0.030487, 0.030208, 0.030513, 0.031361]",0
2026-07-14T08:38:51.941510+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_replace,1000000,,1.5,12,1,5,0.050922,"[0.0507, 0.05018, 0.050922, 0.054793, 0.051815]",0
2026-07-14T08:38:52.032415+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),rolling_mean,1000000,,1.5,12,1,5,0.014910,"[0.016109, 0.01491, 0.014616, 0.014998, 0.014781]",0
2026-07-14T08:39:02.088528+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,10000000,,0.0,12,1,5,0.955190,"[0.95519, 0.999754, 1.093316, 0.789816, 0.731779]",0
2026-07-14T08:39:04.248405+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),inner_join,10000000,,0.0,12,1,5,0.313466,"[0.435433, 0.293673, 0.336283, 0.304552, 0.313466]",0
2026-07-14T08:39:15.664579+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),sort,10000000,,0.0,12,1,5,1.763682,"[1.737538, 1.743946, 1.763682, 2.556359, 1.768749]",0
2026-07-14T08:39:16.039565+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),filter,10000000,,0.0,12,1,5,0.062484,"[0.062484, 0.062963, 0.061378, 0.064315, 0.061429]",0
2026-07-14T08:39:17.881198+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_contains,10000000,,0.0,12,1,5,0.305340,"[0.315866, 0.315654, 0.294717, 0.298239, 0.30534]",0
2026-07-14T08:39:21.069092+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_replace,10000000,,0.0,12,1,5,0.524600,"[0.569752, 0.522238, 0.5246, 0.542372, 0.518399]",0
2026-07-14T08:39:21.958074+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),rolling_mean,10000000,,0.0,12,1,5,0.149419,"[0.143632, 0.142229, 0.153194, 0.159186, 0.149419]",0
2026-07-14T08:39:29.965649+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,10000000,,1.5,12,1,5,0.290776,"[0.290776, 0.297704, 0.30001, 0.286176, 0.288323]",0
2026-07-14T08:39:31.349829+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),inner_join,10000000,,1.5,12,1,5,0.226939,"[0.266097, 0.226939, 0.208387, 0.211853, 0.235394]",0
2026-07-14T08:39:42.669873+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),sort,10000000,,1.5,12,1,5,1.799350,"[1.806587, 1.714631, 2.472478, 1.79935, 1.744789]",0
2026-07-14T08:39:43.058298+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),filter,10000000,,1.5,12,1,5,0.064320,"[0.061191, 0.061377, 0.06974, 0.069, 0.06432]",0
2026-07-14T08:39:44.893471+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_contains,10000000,,1.5,12,1,5,0.303824,"[0.303824, 0.316407, 0.306249, 0.300896, 0.303511]",0
2026-07-14T08:39:48.018662+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_replace,10000000,,1.5,12,1,5,0.513759,"[0.525357, 0.514994, 0.503115, 0.513759, 0.501511]",0
2026-07-14T08:39:48.887086+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),rolling_mean,10000000,,1.5,12,1,5,0.142828,"[0.140887, 0.142828, 0.144658, 0.143958, 0.141747]",0
2026-07-14T08:40:19.318025+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,30000000,,0.0,12,1,5,2.157432,"[2.157432, 2.133372, 2.119457, 2.814892, 2.398874]",0
2026-07-14T08:40:25.681863+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),inner_join,30000000,,0.0,12,1,5,0.967314,"[1.267143, 0.865224, 1.087734, 0.936598, 0.967314]",0
2026-07-14T08:41:03.431660+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),sort,30000000,,0.0,12,1,5,5.949624,"[5.819716, 6.577169, 5.949624, 6.629388, 5.859391]",0
2026-07-14T08:41:04.676502+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),filter,30000000,,0.0,12,1,5,0.211540,"[0.190005, 0.18949, 0.21154, 0.229194, 0.235244]",0
2026-07-14T08:41:11.436700+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_contains,30000000,,0.0,12,1,5,1.002640,"[1.00264, 1.651984, 1.358083, 0.917647, 0.887091]",0
2026-07-14T08:41:21.552802+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_replace,30000000,,0.0,12,1,5,1.546897,"[1.556785, 1.546897, 1.519986, 1.534366, 2.39735]",0
2026-07-14T08:41:24.396156+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),rolling_mean,30000000,,0.0,12,1,5,0.433656,"[0.438469, 0.433663, 0.422715, 0.419193, 0.433656]",0
2026-07-14T08:41:49.829298+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),groupby_agg,30000000,,1.5,12,1,5,1.002856,"[1.002856, 1.482752, 1.377537, 0.961524, 0.967726]",0
2026-07-14T08:41:54.623972+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),inner_join,30000000,,1.5,12,1,5,0.761445,"[1.011992, 0.761445, 0.690786, 0.790813, 0.666386]",0
2026-07-14T08:42:39.368861+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),sort,30000000,,1.5,12,1,5,7.146006,"[7.097389, 8.295625, 7.021369, 8.062185, 7.146006]",0
2026-07-14T08:42:40.525432+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),filter,30000000,,1.5,12,1,5,0.192615,"[0.189069, 0.197191, 0.191439, 0.194822, 0.192615]",0
2026-07-14T08:42:45.967121+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_contains,30000000,,1.5,12,1,5,0.901707,"[0.896396, 0.909486, 0.914999, 0.89223, 0.901707]",0
2026-07-14T08:42:56.308310+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),str_replace,30000000,,1.5,12,1,5,1.542318,"[1.658067, 2.55278, 1.512695, 1.542318, 1.525317]",0
2026-07-14T08:42:58.919254+00:00,35cc7d1c65cd,polars,1.35.2,cpu (x86_64),rolling_mean,30000000,,1.5,12,1,5,0.428314,"[0.427146, 0.425052, 0.432681, 0.428314, 0.440257]",0
2026-07-14T08:43:04.341442+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,1000000,,0.0,12,1,5,0.004902,"[0.005225, 0.00494, 0.004885, 0.004902, 0.00485]",0
2026-07-14T08:43:04.455773+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,inner_join,1000000,,0.0,12,1,5,0.010000,"[0.010221, 0.009982, 0.01, 0.010042, 0.009975]",0
2026-07-14T08:43:04.614710+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,sort,1000000,,0.0,12,1,5,0.017542,"[0.018253, 0.017542, 0.017241, 0.017826, 0.017382]",0
2026-07-14T08:43:04.661203+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,filter,1000000,,0.0,12,1,5,0.003855,"[0.006212, 0.004027, 0.003855, 0.003758, 0.00367]",0
2026-07-14T08:43:04.689665+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_contains,1000000,,0.0,12,1,5,0.001424,"[0.005877, 0.001358, 0.001412, 0.001424, 0.001443]",0
2026-07-14T08:43:04.717193+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_replace,1000000,,0.0,12,1,5,0.002214,"[0.002214, 0.002347, 0.002174, 0.002235, 0.002131]",0
2026-07-14T08:43:04.786856+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,rolling_mean,1000000,,0.0,12,1,5,0.002247,"[0.002629, 0.002277, 0.002215, 0.002182, 0.002247]",0
2026-07-14T08:43:05.301458+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,1000000,,1.5,12,1,5,0.005742,"[0.005742, 0.005681, 0.005736, 0.005791, 0.005754]",0
2026-07-14T08:43:05.351827+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,inner_join,1000000,,1.5,12,1,5,0.008126,"[0.008975, 0.008886, 0.008126, 0.007837, 0.007859]",0
2026-07-14T08:43:05.437502+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,sort,1000000,,1.5,12,1,5,0.014263,"[0.015388, 0.01502, 0.014263, 0.01297, 0.013083]",0
2026-07-14T08:43:05.457283+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,filter,1000000,,1.5,12,1,5,0.003236,"[0.003266, 0.003323, 0.003119, 0.003096, 0.003236]",0
2026-07-14T08:43:05.466091+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_contains,1000000,,1.5,12,1,5,0.001369,"[0.001311, 0.001377, 0.001478, 0.001369, 0.001323]",0
2026-07-14T08:43:05.477079+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_replace,1000000,,1.5,12,1,5,0.001737,"[0.001723, 0.001813, 0.001794, 0.001737, 0.001722]",0
2026-07-14T08:43:05.487895+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,rolling_mean,1000000,,1.5,12,1,5,0.001704,"[0.001761, 0.001704, 0.001699, 0.0017, 0.001708]",0
2026-07-14T08:43:10.151571+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,10000000,,0.0,12,1,5,0.028987,"[0.029062, 0.028987, 0.029762, 0.028775, 0.028871]",0
2026-07-14T08:43:10.421957+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,inner_join,10000000,,0.0,12,1,5,0.039855,"[0.051826, 0.039883, 0.039392, 0.039242, 0.039855]",0
2026-07-14T08:43:11.128950+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,sort,10000000,,0.0,12,1,5,0.116647,"[0.116643, 0.116167, 0.116647, 0.117375, 0.119188]",0
2026-07-14T08:43:11.243747+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,filter,10000000,,0.0,12,1,5,0.018325,"[0.018715, 0.01847, 0.018195, 0.018297, 0.018325]",0
2026-07-14T08:43:11.270167+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_contains,10000000,,0.0,12,1,5,0.004252,"[0.004457, 0.004183, 0.004255, 0.004252, 0.004213]",0
2026-07-14T08:43:11.324111+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_replace,10000000,,0.0,12,1,5,0.008999,"[0.008404, 0.008999, 0.008952, 0.009481, 0.009325]",0
2026-07-14T08:43:11.409320+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,rolling_mean,10000000,,0.0,12,1,5,0.013373,"[0.014918, 0.013944, 0.013373, 0.013202, 0.013127]",0
2026-07-14T08:43:17.639115+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,10000000,,1.5,12,1,5,0.047792,"[0.050263, 0.049333, 0.047645, 0.046844, 0.047792]",0
2026-07-14T08:43:17.864488+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,inner_join,10000000,,1.5,12,1,5,0.036629,"[0.035107, 0.036804, 0.036417, 0.036629, 0.037963]",0
2026-07-14T08:43:18.578346+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,sort,10000000,,1.5,12,1,5,0.119389,"[0.116664, 0.119514, 0.117696, 0.119389, 0.120007]",0
2026-07-14T08:43:18.690087+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,filter,10000000,,1.5,12,1,5,0.018303,"[0.019073, 0.018191, 0.017981, 0.018303, 0.018546]",0
2026-07-14T08:43:18.716165+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_contains,10000000,,1.5,12,1,5,0.004184,"[0.004362, 0.004184, 0.004087, 0.004187, 0.004129]",0
2026-07-14T08:43:18.770988+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_replace,10000000,,1.5,12,1,5,0.009450,"[0.008276, 0.008561, 0.009461, 0.00945, 0.010247]",0
2026-07-14T08:43:18.849902+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,rolling_mean,10000000,,1.5,12,1,5,0.012175,"[0.014167, 0.012582, 0.012175, 0.011849, 0.011766]",0
2026-07-14T08:43:33.633936+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,30000000,,0.0,12,1,5,0.070969,"[0.071188, 0.070969, 0.071034, 0.057423, 0.056884]",0
2026-07-14T08:43:34.206679+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,inner_join,30000000,,0.0,12,1,5,0.096328,"[0.092685, 0.096116, 0.096328, 0.09772, 0.097734]",0
2026-07-14T08:43:36.224933+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,sort,30000000,,0.0,12,1,5,0.335492,"[0.331236, 0.33529, 0.335755, 0.338081, 0.335492]",0
2026-07-14T08:43:36.463825+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,filter,30000000,,0.0,12,1,5,0.039969,"[0.041147, 0.040005, 0.03779, 0.039969, 0.036821]",0
2026-07-14T08:43:36.535326+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_contains,30000000,,0.0,12,1,5,0.012593,"[0.01468, 0.014771, 0.012593, 0.009815, 0.010332]",0
2026-07-14T08:43:36.701530+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_replace,30000000,,0.0,12,1,5,0.029607,"[0.023961, 0.03309, 0.029936, 0.027889, 0.029607]",0
2026-07-14T08:43:36.919687+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,rolling_mean,30000000,,0.0,12,1,5,0.033508,"[0.036229, 0.033508, 0.03359, 0.033399, 0.033353]",0
2026-07-14T08:43:53.585339+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,groupby_agg,30000000,,1.5,12,1,5,0.086858,"[0.116114, 0.086858, 0.08857, 0.079965, 0.08207]",0
2026-07-14T08:43:54.131250+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,inner_join,30000000,,1.5,12,1,5,0.094568,"[0.083675, 0.094568, 0.094929, 0.095094, 0.092775]",0
2026-07-14T08:43:56.175749+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,sort,30000000,,1.5,12,1,5,0.340348,"[0.336767, 0.341883, 0.340348, 0.340272, 0.340713]",0
2026-07-14T08:43:56.422738+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,filter,30000000,,1.5,12,1,5,0.041026,"[0.040982, 0.042138, 0.041026, 0.042081, 0.037578]",0
2026-07-14T08:43:56.494524+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_contains,30000000,,1.5,12,1,5,0.009895,"[0.015777, 0.016163, 0.009895, 0.009825, 0.009805]",0
2026-07-14T08:43:56.668280+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,str_replace,30000000,,1.5,12,1,5,0.030914,"[0.026, 0.032019, 0.033249, 0.029638, 0.030914]",0
2026-07-14T08:43:56.881062+00:00,35cc7d1c65cd,cudf,26.02.01,Tesla T4,rolling_mean,30000000,,1.5,12,1,5,0.033098,"[0.035676, 0.033637, 0.033098, 0.032959, 0.032958]",0
